,title,url
143,DokeV ACTUALLY LOOKS IMPRESSIVE! NEW GAMEPLAY TRAILER GAMESCOM,https://www.youtube.com/watch?v=OlcYqGdHzGI
144,도깨비(DoKev) 게임안에있는 실제 한국장소들 펄어비스 미쳤습니까!,https://www.youtube.com/watch?v=o8qc0WcT8HM
145, dokev 만두님들과 게임분석   #dokev (여러분 이제 솟대 알아요 ),https://www.youtube.com/watch?v=Ovr5iUZQFPg
146,DokeV - World Premiere 게임 플레이 예고편 반응 | 게임스컴 2021,https://www.youtube.com/watch?v=2_KaAam7wx0
147,"DokeV, Gameplay Trailer Reaction!",https://www.youtube.com/watch?v=i7TLH1EP6Aw
148,한국 게임계의 방향이 바뀔까? 다운로드 없이 엑박 게임 가능? (8월4째주 게임계 소식),https://www.youtube.com/watch?v=k3p5sRWOhfM
149,펄어비스 신작 DokeV (도깨비) 새로운 인게임 트레일러 공개! | 게임스컴 2021,https://www.youtube.com/watch?v=_8l9XIhJhwo
150,DOKEV REACTION GAMESCOM,https://www.youtube.com/watch?v=_oHO9tLDiRw
151,DokeV: Pok mon Open World? Tutte le novit  sul nuovo action Pearl Abyss,https://www.youtube.com/watch?v=TpJ_ITBTCpY
152,펄어비스 도깨비(DOKEV) 트레일러 실제장소 가봤습니다. (트레일러 패러디 - 다정나라),https://www.youtube.com/watch?v=MC--ExQYs7Y
153,DokeV NEW MONSTER TAMING RPG - Trailer Analysis and More Details! Gamescom 2021,https://www.youtube.com/watch?v=LoMmu-wfBRY
154,"펄어비스 신작 발표 도깨비 Dokev 트레일러, 지스타 2019",https://www.youtube.com/watch?v=Z8XYBbsVBv4
155,DokeV 트레일러 반응.,https://www.youtube.com/watch?v=Vz6Iu1H3BxI
156,DokeV Trailer Reaction! This Game Looks Incredible!!,https://www.youtube.com/watch?v=M3mr10SgS_E
157,가슴을 울리는!! 외국인의 펄어비스 도깨비 트레일러 리액션,https://www.youtube.com/watch?v=rfeM-FIfPDc
158,도깨비(DokeV)가 투니버스 애니메이션이었다면,https://www.youtube.com/watch?v=0e73Jnd_k88
159,SHOULD YOU be HYPED for DOKEV ?,https://www.youtube.com/watch?v=M9_1giB4btw
160,Korean gamer reacting to DokeV trailer #DokeV,https://www.youtube.com/watch?v=vxtfKrDjYS8
161,DokeV By Pearlabyss Game Pokemon dengan grafis yang Lebih gila ( Develophernya Black Desert ),https://www.youtube.com/watch?v=Roj8gtepjUg
