,닉네임,ID,내용,날짜,시간
85,그저노예 지나쨩,@cutegina_,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-09-01,00:43:38
86,루,@Root_E2,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-09-01,00:39:07
87,김오과🎗,@boiled_gotong,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-09-01,00:09:23
88,떼릿,@Tte_rit,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,23:11:25
89,레빋,@ReddishBead,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ https://t.co/RCCbmvPgnX",2021-08-31,22:54:40
90,◡̈,@cho2chopath,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,22:53:48
91,김우럭,@Rockfishhhh,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,22:34:59
92,❄진(입시 줴엔장~),@JIN_836459,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,22:27:38
93,풍월,@megane_jjang,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,22:24:49
94,|强氣魄|,@GangGiBack_GI,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ https://t.co/RCCbmvPgnX",2021-08-31,19:47:42
95,얼떨결에 오너캐 생긴 빅토,@kyk12960,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,19:34:42
96,이나,@Yina_51,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,18:57:13
97,헤튜라,@hhhhh383,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,18:25:45
98,다비치 가사 봇,@DAVICHI_lyrics,"아파 아파 하루 참았을 뿐인데
어디가 아픈 줄 모르게 너무나도 아팠어

내 눈이 닿는 곳 그대 어느 곳이든지
너의 흔적들이 아직 남아있어
눈을 뗄 수조차 없어요

- 강민경 「이별이 온다」 中 -",2021-08-31,18:00:12
99,진자라,@waralra_cute,"RT @Y_ddonggamemar: @@@@ 이름이 진 베르무트 이런거라 다행이지 진로 하이트 이랬으면 어때 오늘밤 강민경꿀주나 만들지안헥ㅆ어

@@아ㅁㅊ

@아ㅅㅂ

아기절하갠내!!!ㅋㅋㅋㅋㅋㅋㅋ",2021-08-31,17:43:57
